ULPIN_ID,Scene_ID,Building_ID,Centroid_X,Centroid_Y,Footprint_Area_m2,Building_Height_m,Building_Volume_m3,Roof_Area_m2,Roof_Height_m,Roof_Centroid_X,Roof_Centroid_Y,Point_Count,Roof_Point_Count,Roof_Footprint_Ratio,Estimated_Floors,Building_Type,Usable_Roof_Area_m2,Estimated_Solar_Capacity_kW,Has_3D_Geometry,2D_Roof_ID,YOLO_Confidence,Roof_Pixel_X,Roof_Pixel_Y,Matched_ULPIN_ID,Matched_Building_ID,3D_Centroid_X,3D_Centroid_Y,3D_Scene3_Pixel_X,3D_Scene3_Pixel_Y,Pixel_Distance,Match_Score,Match_Accepted,Roof_Detected_2D,Data_Status,Solar_Data_Available
IN3D-02-0057,2,57,-83.662,-125.169,160.03,12.8,2049.15,121.89,3.23,-84.382,-125.324,2891,1281,0.762,4,Mid-rise,91.42,9.14,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0058,2,58,11.975,-64.286,192.11,17.27,3318.51,178.47,4.14,11.726,-63.676,9009,3083,0.929,6,High-rise,133.85,13.38,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0059,2,59,-33.969,13.74,69.85,8.25,576.6,66.26,4.2,-33.666,14.175,1546,786,0.949,3,Mid-rise,49.7,4.97,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0060,2,60,-6.898,-163.788,161.99,15.8,2559.98,114.54,4.02,-6.203,-164.761,5375,1235,0.707,5,High-rise,85.9,8.59,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0061,2,61,33.782,-240.597,157.38,13.31,2094.72,129.57,3.5,33.919,-240.831,3169,1566,0.823,4,Mid-rise,97.18,9.72,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0062,2,62,-39.662,-108.287,92.61,7.54,697.91,57.75,1.7,-39.394,-107.933,982,730,0.624,3,Low-rise,43.31,4.33,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0063,2,63,111.217,-126.307,127.3,12.26,1561.15,111.48,9.24,110.945,-126.457,3365,1069,0.876,4,Mid-rise,83.61,8.36,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0064,2,64,-104.976,-60.508,127.12,15.62,1985.0,99.21,8.49,-105.829,-60.984,2658,1353,0.78,5,High-rise,74.41,7.44,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0065,2,65,22.104,-249.014,145.45,11.86,1725.63,122.25,3.69,21.616,-248.943,3036,1860,0.84,4,Mid-rise,91.69,9.17,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0066,2,66,70.098,-79.603,108.81,8.12,883.43,76.14,2.68,70.998,-79.123,1752,533,0.7,3,Mid-rise,57.1,5.71,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0067,2,67,5.636,-126.917,184.42,18.16,3349.69,145.99,3.72,6.294,-127.051,6601,1954,0.792,6,High-rise,109.49,10.95,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0068,2,68,110.015,-148.254,168.42,15.95,2686.2,151.69,4.08,113.021,-150.03,3802,1133,0.901,5,High-rise,113.77,11.38,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0069,2,69,-32.386,-3.522,287.48,16.57,4763.38,156.91,3.32,-33.386,-1.674,2934,1353,0.546,6,High-rise,117.68,11.77,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0070,2,70,16.596,-32.029,159.33,15.94,2539.24,143.82,4.45,17.033,-31.533,4768,1721,0.903,5,High-rise,107.86,10.79,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0071,2,71,-78.815,-8.393,83.35,8.98,748.63,68.14,2.28,-79.16,-7.889,2557,1327,0.818,3,Mid-rise,51.1,5.11,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0072,2,72,-34.096,32.948,85.96,5.8,498.64,83.02,2.61,-33.217,32.905,1173,577,0.966,2,Low-rise,62.26,6.23,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0073,2,73,96.093,-188.225,152.98,14.75,2256.43,117.92,3.1,96.261,-188.683,3203,1810,0.771,5,Mid-rise,88.44,8.84,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0074,2,74,46.253,-92.458,156.16,10.4,1623.64,124.99,3.22,45.356,-92.733,3856,1390,0.8,3,Mid-rise,93.74,9.37,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0075,2,75,75.849,-196.427,145.82,12.29,1792.14,130.69,3.94,76.39,-197.769,2037,1242,0.896,4,Mid-rise,98.02,9.8,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0076,2,76,27.28,-43.076,248.8,16.8,4180.66,216.02,5.49,27.844,-41.768,7826,3128,0.868,6,High-rise,162.02,16.2,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0077,2,77,47.081,-228.868,209.1,20.2,4223.29,169.66,4.0,47.703,-229.836,7347,2316,0.811,7,High-rise,127.24,12.72,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0078,2,78,-115.229,-110.24,105.1,4.21,442.21,100.63,2.78,-115.292,-110.111,858,796,0.957,1,Low-rise,75.47,7.55,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0079,2,79,-125.856,-45.664,116.76,10.76,1256.79,98.67,3.7,-125.964,-45.3,1157,990,0.845,4,Mid-rise,74.0,7.4,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0080,2,80,133.632,-140.806,195.0,21.46,4185.48,155.88,4.95,135.473,-139.458,6098,2792,0.799,7,High-rise,116.91,11.69,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0081,2,81,83.252,-178.12,208.31,17.65,3676.78,169.57,1.87,83.011,-178.631,10133,2495,0.814,6,High-rise,127.18,12.72,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0082,2,82,96.459,-98.536,110.2,15.06,1659.53,96.24,14.29,97.452,-98.469,3520,1313,0.873,5,High-rise,72.18,7.22,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0083,2,83,-112.064,-47.429,247.85,20.79,5153.18,165.97,5.02,-113.07,-46.926,5206,1380,0.67,7,High-rise,124.48,12.45,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0084,2,84,33.917,-112.616,189.97,10.61,2016.03,176.3,5.83,33.335,-112.305,3738,1190,0.928,4,Mid-rise,132.23,13.22,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0085,2,85,105.51,-163.62,224.37,14.6,3275.44,161.77,3.33,106.067,-164.122,5998,2228,0.721,5,Mid-rise,121.33,12.13,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0086,2,86,-11.408,-75.151,238.88,15.18,3625.8,184.73,11.85,-12.026,-74.534,7216,2757,0.773,5,High-rise,138.55,13.86,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0087,2,87,61.258,-119.566,110.16,7.21,794.13,96.88,3.59,61.268,-119.729,961,565,0.879,2,Low-rise,72.66,7.27,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0088,2,88,82.956,-87.932,80.86,8.39,678.14,56.38,2.22,83.313,-87.8,1331,496,0.697,3,Mid-rise,42.28,4.23,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0089,2,89,-1.586,-51.029,74.54,6.12,455.96,69.65,2.63,-2.0,-50.502,987,636,0.934,2,Low-rise,52.24,5.22,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0090,2,90,-42.056,20.138,112.84,5.47,616.74,104.76,4.27,-41.677,20.025,1236,1079,0.928,2,Low-rise,78.57,7.86,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0091,2,91,-71.883,1.571,28.52,3.59,102.5,23.34,1.58,-73.041,2.156,600,289,0.818,1,Single-storey,17.5,1.75,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0092,2,92,-57.329,15.285,79.33,5.96,472.9,64.91,3.18,-57.296,16.407,1151,654,0.818,2,Low-rise,48.68,4.87,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0093,2,93,-35.28,-22.464,60.73,6.52,396.12,57.08,2.2,-36.251,-22.198,799,417,0.94,2,Low-rise,42.81,4.28,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0094,2,94,-62.031,-54.556,41.3,4.06,167.76,39.17,1.69,-62.186,-55.091,572,394,0.948,1,Low-rise,29.38,2.94,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0095,2,95,29.513,-60.978,61.69,4.96,306.16,59.66,2.09,29.3,-60.894,752,630,0.967,2,Low-rise,44.74,4.47,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0096,2,96,14.882,-79.49,41.32,5.9,243.99,36.15,1.38,14.206,-79.366,673,401,0.875,2,Low-rise,27.11,2.71,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0097,2,97,16.099,-97.804,53.63,5.52,296.02,52.74,2.21,15.782,-97.056,843,503,0.983,2,Low-rise,39.56,3.96,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0098,2,98,-71.917,-132.691,59.27,5.11,302.87,54.85,2.61,-72.448,-133.095,596,434,0.925,2,Low-rise,41.14,4.11,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0099,2,99,-90.911,-74.618,112.63,14.28,1607.88,98.97,5.66,-90.945,-74.16,2194,1155,0.879,5,Mid-rise,74.23,7.42,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0100,2,100,-83.898,-51.29,42.9,7.23,310.04,39.06,1.9,-83.459,-51.145,983,528,0.91,2,Low-rise,29.3,2.93,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0101,2,101,-88.766,-23.663,235.27,14.21,3342.45,194.79,11.77,-89.562,-23.136,5476,3424,0.828,5,Mid-rise,146.09,14.61,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0102,2,102,-98.499,-16.324,95.97,14.44,1385.99,83.43,9.84,-98.2,-15.697,2043,1140,0.869,5,Mid-rise,62.57,6.26,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0103,2,103,-46.667,34.237,84.91,6.56,557.3,81.99,3.03,-46.738,34.585,1326,1013,0.966,2,Low-rise,61.49,6.15,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0104,2,104,-48.955,-40.411,462.87,21.97,10167.75,419.61,18.6,-50.125,-39.944,11788,4607,0.907,7,High-rise,314.71,31.47,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0105,2,105,-11.853,1.89,75.82,9.54,722.96,67.09,2.64,-12.134,3.33,1732,559,0.885,3,Mid-rise,50.32,5.03,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0106,2,106,-20.217,4.923,74.94,9.75,730.56,72.26,3.11,-19.827,4.886,2041,936,0.964,3,Mid-rise,54.2,5.42,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0107,2,107,-71.07,-73.504,182.43,17.2,3137.51,160.36,14.08,-71.32,-73.571,3938,1735,0.879,6,High-rise,120.27,12.03,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0108,2,108,-62.086,-85.393,81.56,3.38,276.07,72.75,1.21,-62.184,-84.912,1243,953,0.892,1,Single-storey,54.56,5.46,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0109,2,109,-51.332,-70.838,558.43,17.41,9721.48,257.51,14.64,-50.474,-70.458,7012,2621,0.461,6,High-rise,193.13,19.31,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0110,2,110,-46.502,-165.044,164.12,15.43,2531.93,139.48,12.89,-46.687,-164.985,3460,2301,0.85,5,High-rise,104.61,10.46,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0111,2,111,-53.141,-155.029,182.45,15.59,2843.65,169.26,3.72,-52.946,-155.916,5216,2961,0.928,5,High-rise,126.94,12.69,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0112,2,112,25.446,-205.982,341.43,16.31,5569.07,277.0,12.71,24.821,-205.527,7798,2147,0.811,5,High-rise,207.75,20.78,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0113,2,113,101.977,-120.473,95.98,9.18,881.41,83.36,2.63,102.986,-120.189,1091,500,0.869,3,Mid-rise,62.52,6.25,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0114,2,114,109.678,-113.152,44.42,7.88,349.97,36.28,1.56,109.336,-113.531,1053,417,0.817,3,Low-rise,27.21,2.72,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0115,2,115,93.304,-108.906,237.96,11.45,2724.49,193.8,4.61,95.026,-110.052,3318,1887,0.814,4,Mid-rise,145.35,14.54,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0116,2,116,47.578,-77.09,36.03,1.98,71.51,35.38,1.82,47.849,-76.816,333,297,0.982,1,Single-storey,26.54,2.65,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0117,2,117,22.047,-54.526,68.08,4.44,302.49,54.66,1.14,22.741,-54.729,838,471,0.803,1,Low-rise,41.0,4.1,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-02-0118,2,118,-46.168,0.684,23.65,4.79,113.15,20.17,1.47,-45.192,0.431,633,325,0.853,2,Low-rise,15.13,1.51,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0000,3,0,16.32,24.392,248.52,8.52,2118.0,228.42,7.45,15.315,23.351,1984,1137,0.919,3,Mid-rise,171.32,17.13,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0001,3,1,-39.874,52.254,88.19,4.08,359.5,81.0,1.47,-40.854,52.897,666,366,0.918,1,Low-rise,60.75,6.08,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0002,3,2,16.24,87.649,110.72,7.3,807.87,94.2,2.52,17.025,88.037,1010,487,0.851,2,Low-rise,70.65,7.06,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0003,3,3,52.379,61.191,124.73,7.28,907.93,104.12,2.82,52.88,60.819,1281,548,0.835,2,Low-rise,78.09,7.81,True,9.0,0.1620281636714935,4632.799247176913,4063.3074312763774,IN3D-03-0003,3.0,52.379,61.191,4654.2238085536055,3981.5551699012017,84.51298166636128,0.1548701833363871,True,True,validated_2D_3D_match,True
IN3D-03-0004,3,4,7.791,15.121,136.39,13.72,1870.8,113.08,4.75,7.599,14.834,1680,633,0.829,5,Mid-rise,84.81,8.48,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0005,3,5,5.241,36.638,173.07,9.43,1632.9,148.93,2.69,4.794,36.434,1317,755,0.861,3,Mid-rise,111.7,11.17,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0006,3,6,-6.963,27.472,215.37,12.12,2611.01,153.4,5.28,-7.177,27.595,2381,762,0.712,4,Mid-rise,115.05,11.5,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0007,3,7,-5.908,-2.952,169.39,13.94,2361.41,144.08,5.42,-5.28,-3.227,2139,716,0.851,5,Mid-rise,108.06,10.81,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0008,3,8,4.147,77.969,131.27,9.26,1215.67,118.92,3.0,3.327,78.1,1604,593,0.906,3,Mid-rise,89.19,8.92,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0009,3,9,-27.064,106.305,76.83,9.69,744.63,64.31,2.51,-27.956,107.267,908,356,0.837,3,Mid-rise,48.23,4.82,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0010,3,10,-9.45,115.457,145.82,5.38,784.01,134.46,2.65,-9.583,116.175,772,640,0.922,2,Low-rise,100.84,10.08,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0011,3,11,-51.803,89.785,108.82,7.49,815.23,68.79,2.16,-51.186,91.131,1148,346,0.632,2,Low-rise,51.59,5.16,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0012,3,12,50.662,1.19,166.45,12.26,2040.8,144.44,3.07,50.163,0.98,2465,731,0.868,4,Mid-rise,108.33,10.83,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0013,3,13,54.383,12.239,162.74,15.55,2530.75,122.83,3.84,53.51,12.407,2792,675,0.755,5,High-rise,92.12,9.21,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0014,3,14,30.554,80.421,121.88,14.85,1810.35,102.12,3.67,31.037,79.991,1938,611,0.838,5,Mid-rise,76.59,7.66,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0015,3,15,-8.873,-14.097,111.33,8.66,963.7,103.26,2.61,-8.56,-13.697,1503,560,0.928,3,Mid-rise,77.45,7.74,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0016,3,16,38.267,32.21,180.48,8.31,1499.37,171.01,2.96,38.529,32.971,1739,931,0.948,3,Mid-rise,128.26,12.83,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0017,3,17,65.882,34.454,187.98,13.19,2479.62,163.03,3.41,64.947,34.28,2893,851,0.867,4,Mid-rise,122.27,12.23,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0018,3,18,25.091,67.754,87.0,10.41,905.95,81.01,2.71,24.497,68.728,1259,446,0.931,3,Mid-rise,60.76,6.08,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0019,3,19,-43.264,83.016,157.67,8.13,1282.44,139.21,3.31,-42.672,84.041,1437,685,0.883,3,Mid-rise,104.41,10.44,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0020,3,20,9.735,128.793,132.86,9.14,1214.64,99.9,3.02,9.552,129.285,1064,537,0.752,3,Mid-rise,74.93,7.49,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0021,3,21,21.829,95.56,139.82,9.07,1267.93,114.57,2.93,21.47,94.933,1881,719,0.819,3,Mid-rise,85.93,8.59,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0022,3,22,32.21,52.473,126.52,10.97,1387.92,107.75,2.7,32.672,52.283,2113,527,0.852,4,Mid-rise,80.81,8.08,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0023,3,23,12.881,0.463,137.02,14.36,1967.55,94.05,3.38,12.168,0.478,2080,512,0.686,5,Mid-rise,70.54,7.05,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0024,3,24,30.172,5.802,111.65,7.25,809.59,89.2,2.49,31.273,5.769,1130,498,0.799,2,Low-rise,66.9,6.69,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0025,3,25,-12.405,43.668,84.22,6.76,569.37,63.37,2.32,-13.397,43.629,735,338,0.752,2,Low-rise,47.53,4.75,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0026,3,26,-16.405,7.56,105.12,10.89,1145.07,93.77,3.45,-16.246,7.51,1670,592,0.892,4,Mid-rise,70.33,7.03,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0027,3,27,22.658,125.094,119.87,11.77,1410.66,71.34,2.62,21.847,127.161,1139,388,0.595,4,Mid-rise,53.5,5.35,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0028,3,28,-24.207,-13.926,127.25,9.33,1187.82,114.65,3.22,-24.833,-14.29,1461,700,0.901,3,Mid-rise,85.99,8.6,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0029,3,29,-45.482,2.281,145.64,14.48,2108.95,132.47,4.52,-45.742,2.324,2896,803,0.91,5,Mid-rise,99.35,9.93,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0030,3,30,-67.419,113.405,77.98,5.46,425.6,56.18,3.0,-67.33,113.832,602,283,0.72,2,Low-rise,42.14,4.21,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0031,3,31,-71.266,138.302,97.64,7.04,687.02,78.22,2.07,-70.855,138.011,1132,428,0.801,2,Low-rise,58.66,5.87,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0032,3,32,64.141,86.96,178.13,6.85,1220.3,123.99,2.53,64.225,87.17,1431,662,0.696,2,Low-rise,92.99,9.3,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0033,3,33,2.211,95.52,170.2,16.36,2784.83,126.1,6.35,1.445,94.887,3190,780,0.741,5,High-rise,94.57,9.46,True,14.0,0.1500643342733383,3483.471966060065,4403.677637601875,IN3D-03-0033,33.0,2.211,95.52,3422.9993498205267,4422.176073585985,63.23867051664413,0.3676132948335587,True,True,validated_2D_3D_match,True
IN3D-03-0034,3,34,-18.975,-23.152,132.92,6.04,802.32,68.58,1.76,-20.7,-21.943,1177,395,0.516,2,Low-rise,51.44,5.14,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0035,3,35,61.086,23.923,122.21,7.17,876.81,90.69,2.62,61.011,24.741,1146,489,0.742,2,Low-rise,68.02,6.8,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0036,3,36,-31.859,72.397,115.29,9.52,1097.84,73.33,3.17,-30.869,72.045,1426,446,0.636,3,Mid-rise,55.0,5.5,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0037,3,37,24.006,140.701,157.19,13.18,2071.84,111.67,3.68,23.294,140.585,2091,588,0.71,4,Mid-rise,83.75,8.38,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0038,3,38,35.76,16.075,169.86,14.36,2438.8,141.08,4.67,36.743,15.588,2901,774,0.831,5,Mid-rise,105.81,10.58,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0039,3,39,84.064,38.468,167.7,12.77,2141.29,137.7,2.5,83.725,38.383,3028,743,0.821,4,Mid-rise,103.28,10.33,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0040,3,40,-82.937,23.069,126.73,6.91,875.68,104.95,3.48,-82.772,22.12,982,591,0.828,2,Low-rise,78.71,7.87,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0041,3,41,27.342,109.028,153.1,7.59,1161.37,134.0,4.55,27.415,108.825,1683,762,0.875,3,Low-rise,100.5,10.05,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0042,3,42,-11.685,16.425,118.68,7.04,835.3,111.46,3.76,-11.676,16.493,868,569,0.939,2,Low-rise,83.6,8.36,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0043,3,43,-1.135,7.969,127.25,12.64,1607.79,106.32,3.2,1.287,6.925,1371,580,0.836,4,Mid-rise,79.74,7.97,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0044,3,44,3.769,-21.21,146.83,13.4,1966.96,132.0,7.75,3.822,-21.328,2811,732,0.899,4,Mid-rise,99.0,9.9,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0045,3,45,-25.061,61.62,127.03,10.59,1344.86,108.09,2.78,-24.891,61.168,1797,600,0.851,4,Mid-rise,81.07,8.11,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0046,3,46,51.516,95.175,98.82,12.78,1262.59,75.1,4.03,52.216,95.399,1529,483,0.76,4,Mid-rise,56.32,5.63,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0047,3,47,48.418,-10.381,170.5,14.54,2478.42,112.05,3.0,47.08,-10.099,2522,608,0.657,5,Mid-rise,84.04,8.4,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0048,3,48,-29.392,121.223,156.74,6.95,1088.62,130.04,2.69,-28.732,121.344,1295,701,0.83,2,Low-rise,97.53,9.75,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0049,3,49,55.937,149.049,104.99,8.08,847.95,92.75,3.55,55.19,148.655,1285,511,0.883,3,Mid-rise,69.56,6.96,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0050,3,50,-14.342,123.87,77.36,5.61,434.0,67.12,2.49,-14.741,123.637,569,378,0.868,2,Low-rise,50.34,5.03,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0051,3,51,14.754,75.818,68.78,4.55,313.24,55.18,2.2,15.521,74.734,493,287,0.802,2,Low-rise,41.38,4.14,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0052,3,52,72.382,7.548,166.38,15.06,2505.14,150.07,3.8,73.09,7.251,3164,882,0.902,5,High-rise,112.55,11.26,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0053,3,53,-56.522,128.438,77.0,5.36,412.77,66.78,2.35,-57.084,128.247,584,351,0.867,2,Low-rise,50.08,5.01,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0054,3,54,26.026,165.534,137.76,10.17,1401.34,120.3,8.42,25.865,165.178,1561,646,0.873,3,Mid-rise,90.22,9.02,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0055,3,55,80.605,81.014,173.11,7.0,1212.04,112.97,2.8,80.578,81.851,1404,580,0.653,2,Low-rise,84.73,8.47,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0056,3,56,-48.06,137.231,82.08,5.44,446.31,67.23,3.56,-48.215,137.815,629,368,0.819,2,Low-rise,50.42,5.04,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0057,3,57,-63.049,51.97,147.84,14.75,2180.72,119.67,3.9,-62.635,51.59,2884,712,0.809,5,Mid-rise,89.75,8.98,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
IN3D-03-0058,3,58,28.874,-6.864,183.78,15.33,2817.97,150.84,3.68,30.613,-8.461,2680,915,0.821,5,High-rise,113.13,11.31,True,-1.0,,,,,,,,,,,,False,False,3D_inventory_only,True
